slice,strategy,family,scenario,cost_bps,execution_delay_days,train_start,train_end,test_start,test_end,CAGR,MaxDD,Calmar,Sharpe_DailyExcess,Final_Equity,Benchmark_TQQQ_CAGR,Benchmark_TQQQ_MaxDD,total_turnover,annualized_turnover,trade_days,avg_turnover_on_trade_days,total_cost_rate,final_cost_drag,MaxEffectiveLeverage,AvgEffectiveLeverage,PeriodicRebalance
2022_2023,MA150 risk-off QQQ,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.11344796735534457,-0.5136464775110945,0.22086779978529913,0.4188324955570931,1.2375622621865756,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.0125,0.015574297449865382,3.0,2.0059880239520957,False
2022_2023,MA150 risk-off QQQ,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.10673748155280083,-0.5180105378949386,0.2060527223761788,0.4051417246231159,1.2221665247150924,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.025,0.030970034921348644,3.0,2.0059880239520957,False
2022_2023,MA150 risk-off QQQ,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.08680813472559379,-0.5308946366323359,0.16351292466665399,0.3640290469594847,1.177032009820061,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.0625,0.07610454981637993,3.0,2.0059880239520957,False
2022_2023,MA150 risk-off QQQ,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.0542581252997385,-0.5516889711678143,0.09834912085497194,0.2954479224547707,1.1052074822128573,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.125,0.14792907742358374,3.0,2.0059880239520957,False
2022_2023,MA150 risk-off QQQ,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.01099062302789866,-0.5679204139552421,0.01935240001562056,0.20463626577076566,1.0209470764219208,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.025,0.025871078916196222,3.0,2.0059880239520957,False
2022_2023,MA150 risk-off QQQ,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,-0.007214582001489056,-0.5794703678166835,-0.012450303591315652,0.16423459027666373,0.983243580134011,-0.22287511426595974,-0.8101575321557068,25.0,12.574850299401197,13,1.9230769230769231,0.0625,0.06357457520410603,3.0,2.0059880239520957,False
2022_2023,MA200 risk-off QQQ,ma_regime,base_0bps,0.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.03563955185382062,-0.5639813441940602,0.06319278504637453,0.2597865475298012,1.0721022343741329,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.0,0.0,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.028368659465785928,-0.567889851995389,0.0499545103088341,0.244211840226049,1.0566613802344291,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.014499999999999999,0.015440854139703752,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.021141608450164773,-0.5717671854394105,0.03697590380937509,0.22863162788373478,1.0414280416534076,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.028999999999999998,0.030674192720725246,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,-0.00027870008717811867,-0.5854644949624124,-0.0004760324316438892,0.18187363170120063,0.9969473789911804,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.07250000000000001,0.07515485538295252,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,-0.03512282174211945,-0.6108192819547453,-0.057501167333354815,0.10397962239071892,0.9267274053379281,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.14500000000000002,0.1453748290362048,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,-0.050758037507400156,-0.617302907640826,-0.08222549558592622,0.07036165912880916,0.900717638648343,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.028999999999999998,0.02652971240431412,3.0,1.9940119760479043,False
2022_2023,MA200 risk-off QQQ,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,-0.07067011977387982,-0.6308816498002306,-0.112018030317188,0.02460992911305037,0.8622468890274391,-0.22287511426595974,-0.8101575321557068,29.0,14.586826347305388,15,1.9333333333333333,0.07250000000000001,0.06500046202521803,3.0,1.9940119760479043,False
2022_2023,MA150 risk-off cash,ma_regime,base_0bps,0.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.2159612957067043,-0.37166578605245704,0.5810631589215571,0.6534035231085633,1.475124083452454,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.0,0.0,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.21229618521792903,-0.3748003977790588,0.5664246528977154,0.6454222355548634,1.4655644891598127,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.006500000000000001,0.009559594292641194,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.20864029634118908,-0.3779209284206183,0.552073941004338,0.6374337699806917,1.4560621092134096,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.013000000000000001,0.01906197423904432,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.19772777348382609,-0.38719859539125,0.510662424495702,0.6134277818625308,1.4278951227851562,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.0325,0.04722896066729776,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.17972293679849027,-0.40238496379624367,0.4466442659857859,0.573297449602369,1.382065427607459,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.065,0.09305865584499484,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.06078576469146402,-0.4633053987094248,0.13120020802863025,0.2948273368142945,1.1233517413376046,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.013000000000000001,0.014706310822365065,3.0,1.5089820359281436,False
2022_2023,MA150 risk-off cash,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2021-12-31,2022-01-01,2023-12-29,0.05120818487801371,-0.47130964447687673,0.10865083173685419,0.27146166551295536,1.1016209147113265,-0.22287511426595974,-0.8101575321557068,13.0,6.538922155688622,13,1.0,0.0325,0.036437137448643186,3.0,1.5089820359281436,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097078,-0.5804007395049853,0.9661424506246539,0.9980859505178277,2.947974309246864,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0,0.0,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097083,-0.5804007395049853,0.9661424506246546,0.9980859505178266,2.946500322092243,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0005,0.0014739871546209926,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097076,-0.5804007395049857,0.9661424506246528,0.9980859505178272,2.9450263349376162,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0029479743092477584,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097083,-0.5804007395049854,0.9661424506246544,0.9980859505178272,2.9406043734737493,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.007369935773114733,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097083,-0.5804007395049852,0.9661424506246549,0.998085950517827,2.9332344377006314,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.005,0.014739871546232575,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097076,-0.5804007395049857,0.9661424506246528,0.9980859505178272,2.9450263349376162,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0029479743092477584,3.0,3.0,False
2024_latest,TQQQ buy-and-hold,raw_tqqq,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5607497928097083,-0.5804007395049854,0.9661424506246544,0.9980859505178272,2.9406043734737493,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.007369935773114733,3.0,3.0,False
2024_latest,70/30 TQQQ/QQQ,static_blend,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4882865549925117,-0.49047853073868064,0.9955309445596574,1.013016382185194,2.6265256226343285,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0,0.0,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251217,-0.49047853073868053,0.9955309445596586,1.0130163821851939,2.625212359823013,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0005,0.0013132628113154965,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251217,-0.49047853073868064,0.9955309445596584,1.0130163821851939,2.6238990970116958,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0026265256226327693,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251217,-0.49047853073868064,0.9955309445596584,1.0130163821851934,2.619959308577745,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.0065663140565837,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251195,-0.49047853073868053,0.9955309445596582,1.0130163821851936,2.613392994521157,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.005,0.013132628113171396,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251217,-0.49047853073868064,0.9955309445596584,1.0130163821851939,2.6238990970116958,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0026265256226327693,2.3999999999999995,2.399999999999999,False
2024_latest,70/30 TQQQ/QQQ,static_blend,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.48828655499251217,-0.49047853073868064,0.9955309445596584,1.0130163821851934,2.619959308577745,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.0065663140565837,2.3999999999999995,2.399999999999999,False
2024_latest,50/50 TQQQ/QQQ,static_blend,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961717,-0.4228539683903648,1.016934026025733,1.0279066970325923,2.383720998753196,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0,0.0,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961719,-0.42285396839036427,1.0169340260257347,1.0279066970325952,2.38252913825382,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0005,0.0011918604993761406,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961706,-0.4228539683903644,1.0169340260257314,1.0279066970325936,2.3813372777544384,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0023837209987576102,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961717,-0.42285396839036404,1.0169340260257347,1.0279066970325932,2.377761696256313,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.005959302496882923,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.430014588496171,-0.4228539683903644,1.0169340260257325,1.027906697032594,2.3718023937594275,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.005,0.011918604993768511,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961706,-0.4228539683903644,1.0169340260257314,1.0279066970325936,2.3813372777544384,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.001,0.0023837209987576102,2.0,2.0,False
2024_latest,50/50 TQQQ/QQQ,static_blend,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4300145884961717,-0.42285396839036404,1.0169340260257347,1.0279066970325932,2.377761696256313,0.5607497928097076,-0.5804007395049855,1.0,0.411764705882353,1,1.0,0.0025,0.005959302496882923,2.0,2.0,False
2024_latest,MA150 risk-off QQQ,ma_regime,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.46237838887849314,-0.4041572013375958,1.1440557964777291,0.9767457278004523,2.5168620832882564,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.0,0.0,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4527707747354939,-0.40594294280103005,1.1153556990333395,0.9635169593767438,2.4756544620783147,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.0165,0.0412076212099417,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4432167538926075,-0.4077251127827287,1.087047964418105,0.9502595980977475,2.435081868433567,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.033,0.08178021485468934,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.41487379854146744,-0.4130502295879819,1.0044148842510137,0.9103263164300293,2.3170831255388236,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.08249999999999999,0.19977895774943288,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.3686846462011759,-0.43196825248454507,0.8534994043673769,0.8432966473165837,2.132286770691879,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.16499999999999998,0.38457531259637756,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5069259030072581,-0.36868772487370405,1.374946516542986,1.0375346460783141,2.704421524102008,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.033,0.09082576490168437,3.0,2.761437908496732,False
2024_latest,MA150 risk-off QQQ,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.47733178038415724,-0.3743638250734487,1.2750478235724476,0.9973989833776562,2.5733711704205486,0.5607497928097076,-0.5804007395049855,33.0,13.588235294117649,17,1.9411764705882353,0.08249999999999999,0.2218761185831437,3.0,2.761437908496732,False
2024_latest,MA200 risk-off QQQ,ma_regime,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.516545751828345,-0.4167753062938888,1.239386652778567,1.0382087735746666,2.7492899269970237,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.0,0.0,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5128017462740384,-0.41852323128415103,1.2252647115922657,1.033342873186287,2.731468954153446,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.006500000000000001,0.017820972843577643,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5090632480673316,-0.42026766042559893,1.2112834176957863,1.0284669129831654,2.7137465030755488,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.013000000000000001,0.035543423921474915,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.49788077157615795,-0.4254800077505394,1.1701625517222125,1.0137800728541473,2.661165776994483,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.0325,0.0881241500025407,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.479353215240482,-0.43409766292165397,1.104252006367046,0.9891139947411826,2.575459881759744,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.065,0.17383004523727985,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5216775909251243,-0.39638137145968577,1.3161001714183278,1.0461571051332896,2.7691664079481937,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.013000000000000001,0.03626928876195956,3.0,2.8137254901960786,False
2024_latest,MA200 risk-off QQQ,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.5104016394966748,-0.4018084793316845,1.2702609968450889,1.0311945816972106,2.715511882662139,0.5607497928097076,-0.5804007395049855,13.0,5.352941176470589,7,1.8571428571428572,0.0325,0.08992381404801408,3.0,2.8137254901960786,False
2024_latest,MA150 risk-off cash,ma_regime,base_0bps,0.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.37045812343684426,-0.38029161075532014,0.9741422449500134,0.8587671299103683,2.14975168178927,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.0,0.0,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,cost_5bps_delay0d,5.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.36594997527968487,-0.38122070863535895,0.9599425398207297,0.8518947413562518,2.1315517016417114,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.0085,0.018199980147558747,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,cost_10bps_delay0d,10.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.361454412120231,-0.38214887741759496,0.9458471121589872,0.8450162226263023,2.1134968126995703,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.017,0.03625486908969977,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,cost_25bps_delay0d,25.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.34804294428705096,-0.3849278138253005,0.9041771776071507,0.8243453313693856,2.0601918816982434,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.042499999999999996,0.08955980009102671,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,cost_50bps_delay0d,50.0,0,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.3259395144208541,-0.38954083592834576,0.8367274605346106,0.7897847918783096,1.9741523722595806,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.08499999999999999,0.1755993095296895,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,stress_10bps_delay1d,10.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4552829436163015,-0.37458419866024417,1.2154355289002803,0.9845270775501493,2.4848202843626837,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.017,0.042624542218229866,3.0,2.642156862745098,False
2024_latest,MA150 risk-off cash,ma_regime,stress_25bps_delay1d,25.0,1,2015-01-01,2023-12-31,2024-01-01,2026-06-10,0.4409471860523795,-0.37646091418564187,1.1712960613885612,0.963830916503299,2.4221501289062015,0.5607497928097076,-0.5804007395049855,17.0,7.000000000000001,17,1.0,0.042499999999999996,0.105294697674712,3.0,2.642156862745098,False
